language,incl,done,category,id,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,sensory,headword type,similarity,mechanism,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,阿拉伯茴香,阿拉伯茴香,ālābó huíxiāng,,,,alternative,,Arabian fennel,,,,,,,,,yes,,MDBG,,https://en.wiktionary.org/wiki/%E8%82%89%E8%B1%86%E8%94%BB#Chinese,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,ālābó,huíxiāng,,Arabian,fennel,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,安息茴香,安息茴香,ānxī huíxiāng,,,,alternative,,Parthian fennel,,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,ānxī,huíxiāng,,Parthian,fennel,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,茴香籽,茴香籽,huíxiāngzǐ,,,,alternative,,hui-spice-seed,cumin and fennel seeds,,also fennel,,,,,,yes,,MDBG,,,,,,,,,,,,,,,331,0.02,,,,,analyzable,compound,2,no,,modified,yes,,,huíxiāng,zǐ,,fennel,seed,plant part,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,欧莳萝,歐蒔蘿,ōu​ shí​luó,,,,alternative,,European dill,cumin or coriander?,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,3,<,,,,,analyzable,compound,2,no,,modified,yes,,ōu,​shí​luó,,European,dill/cumin,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,小茴香,小茴香,xiǎohuíxiāng,,xiǎohuíxiāngzǐ,,alternative,,small-hui-spice-seed,,this is fennel,,,,,laufer_sino-iranica_1919,,,,,,,,,,,,,,,,,,,"2,352",0.14,,,,,analyzable,compound,2,no,,modified,yes,,xiǎo,huíxiāng,,little,fennel,,size,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,plant; spice,,孜然芹,孜然芹,zī​ránqín,,,,alternative,,cumin-celery,,plant name,,,,,hu_food_2005,,yes,,MDBG,,,,,,,,,,,,,,,60,<,,,,,analyzable,compound,2,no,,modified,yes,,zī​rán,qín,,cumin,celery,,prototype,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,罗马葛缕子,羅馬葛縷子,luómǎ gě​lǚ​zi,,,,alternative,,Roman-caraway,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,yes,calque,modified,yes,,luómǎ,gě​lǚ​zi,,Roman,caraway,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,马芹子,馬芹子,mǎqínzi,,,,alternative,,horse-celery-seed,,,,,,,,,,,,,,,,,,,,,,,,,,3,<,,,,,analyzable,compound,,no,,basic,yes,,mǎ,qín,zi,horse,celery,seed,plant part,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,,,枯茗,枯茗,kūmíng,,,,alternative,,withered-tea,,,prob. from English cumin,,,,,,yes,,MDBG,,https://zh.wikipedia.org/wiki/%E8%82%89%E8%B1%86%E8%94%BB,,,,,,,,,,,,,25,0,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,kūmíng,,,kūmíng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,spice,,莳萝,蒔蘿,shíluó,,,MC /d͡ʑɨ  lɑ/,historic,,dill-turnip,cumin and caraway,,today it means dill; from Persian zire; cognate of ziran from Uyghur; Laufer say during Tang,,,,laufer_sino-iranica_1919,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%92%94%E8%98%BF,1008,11,Northern Song,CTP,,Guangyun,,,,,,,591,0.04,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,shíluó,,,shíluó,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cumin,cumin,Cuminum cyminum,Asia,spice,,孜然,孜然,zīrán,,,,default,done,,cumin,,"Xinjiang; not in corpora, not in Books, not in dictionary; look for 蒔蘿",,,,,,yes,,MDBG,,https://en.wiktionary.org/wiki/%E5%AD%9C%E7%84%B6,1900?,20?,Modern,estimate,,,,,,,0,,"9,378",0.57,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,zīrán,,,zīrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,dill,dill,Anethum graveolens?,Asia,,MDBG,土茴香,土茴香,tǔhuíxiāng,,,,alternative,,earth-fennel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,tǔ,huíxiāng,,earth,fennel,,ecology,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,dill,dill,Anethum graveolens,Mediterranean,,,莳萝,蒔蘿,shíluó,,,MC /d͡ʑɨ  lɑ/,default,done,dill-turnip,dill,,from Middle Persian ziiraa,,,,,,,,,,https://en.wiktionary.org/wiki/%E8%92%94%E8%98%BF,1008,11,Northern Song,CTP,,Guangyun,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,shíluó,,,shíluó,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,false cardamom,Amomum krervanh,Asia,yes,,白豆蔻,白豆蔻,báidòukòu,,,,related,,white-cardamom,"Siam cardamom (Hu); cardamum, A. cardamomum (defrancis_abc_2003)",,,,,326,hu_food_2005,,yes,,defrancis_abc_2003,,,978,10,Norhten Song,CTP,,Taiping Guangji,,,,,,,"1,474",0.09,,,,,analyzable,compound,2,no,,modified,yes,,bái,dòukòu,,white,cardamom,,color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,false cardamom,Alpinia hainanensis,Asia,,,草豆蔻,草豆蔻,cǎodòukòu,,,,related,,herb-cardamom,,,,,,,CHMD,,,,,,,,,,,,,,,,,,,899,0.05,https://herbaltcm.sn.polyu.edu.hk/herbal/katsumada-galangal-seed,,,,analyzable,compound,2,no,,modified,yes,,cǎo,dòukòu,,herb,cardamom,,function,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,false cardamom,Amomum tsao-ko,Asia,yes,,草果,草果,cǎoguǒ,,,,related,,herb-fruit,Yunnan cardamom (Hu) (Lanxangia tsaoko); cardamom (defrancis_abc_2003); Chinese black cardamom,,,,,327,hu_food_2005,,yes,84,defrancis_abc_2003,,,,,,,,,,,,,,,,,https://herbaltcm.sn.polyu.edu.hk/herbal/caoguo,,,,analyzable,compound,2,no,,modified,yes,,cǎo,guǒ,,herb,fruit,,function,,plant part,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,false cardamom,Amomum maximum,Asia,yes,,九翅豆蔻,九翅豆蔻,jiǔchìdòukòu,,,,related,,nine-winged-cardamom,,,,,,326,hu_food_2005,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,jiǔchì,dòukòu,,nine winged,cardamom,,physical appearance,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,false cardamom,Amomum compactum,Asia,yes,,爪哇白豆蔻,爪哇白豆蔻,zhǎwā báidòukòu,,,,related,,Java white cardamom,,,,,,,FOC,,,,,,,,,,,,,,,,,,,,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028314,,,,analyzable,compound,2,no,,modified,yes,,zhǎwā; bái,dòukòu,,Javanese,white cardamom,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,,cardamom,false cardamom,Amomum krervanh,Asia,,,蔻仁,蔻仁,kòurén,,,,alternative,,cardamom-kernel,cardamom seeds,,,,,,,,yes,514,defrancis_abc_2003,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008735,,,,,,,,,,,,,,263,0.02,,,,,analyzable,compound,,no,,basic,yes,,,kòu,rén,,cardamom,kernel,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,cardamom,false cardamom,Amomum villosum,Asia,yes,,砂仁,砂仁,shārén,,,,related,,gravel-kernel,,,,,,,FOC,,yes,811,defrancis_abc_2003,,,,,,,,,,,,,,,,,https://herbaltcm.sn.polyu.edu.hk/herbal/villous-amomum-fruit,,,,analyzable,compound,,no,,basic,,,shā,rén,,sand,kernel,,physical similarity,,plant part,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,蘹香,蘹香,huáixiāng,,,,alternative,,huai-spice,,,Ancient Chinese,,,,,,,,,,,,,,,,,,,,,,,10,<,,,,,analyzable,compound,2,no,https://dict.revised.moe.edu.tw/dictView.jsp?ID=84764,modified,yes,,huái,xiāng,,huái,spice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,茴香,茴香,huíxiāng,,,,default,done,hui-spice,fennel,,also anise,,yes,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%8C%B4%E9%A6%99,801,9,Tang,CTP,,Tongdian,,,,,,,"16,212",0.98,,,,,analyzable,compound,2,no,,modified,yes,,huí,xiāng,,hui [Muslim],spice,,source,,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,甜茴香,甜茴香,tiánhuíxiāng,,,,alternative,,sweet-fennel,,,https://www.hhbky.com/yanghua/zhiwuzhishi/139696.html,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2,no,,modified,yes,,tián,huíxiāng,,sweet,fennel,,taste,gustatory,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,fennel,fennel,Foeniculum vulgare,Mediterranean,,,小茴香,小茴香,xiǎohuíxiāng,,,,alternative,,small-anise,,,in TCM,,,,,,,,,,,,,,,,,,,,,,,"2,352",0.14,,,,,analyzable,compound,2,no,,modified,yes,,xiǎo,huíxiāng,,little,fennel,,size,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,fenugreek,fenugreek,Trigonella foenum-graecum,Asia,,葫,胡芦巴,胡蘆巴,húlúbā,,,,default,done,barbarian-reeds-ba,,,,,,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%83%A1%E8%98%86%E5%B7%B4,1408,15,Song,SS,,Song Huiyao Jigao,,,,,,,307,0.02,,,,,semi-analyzable,compound,,yes,phonetic,basic,no,,,húlúbā,,,húlúbā,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,ginger,ginger,Zingiber officinale,Asia,spice,,干姜,幹薑,gānjiāng,,,,specific,,dry-ginger,dried ginger,,,,,,,,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,gān,jiāng,,dry,ginger,,form,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,ginger,ginger,Zingiber officinale,Asia,spice,,鲜姜,鮮薑,xiānjiāng,,,,specific,,fresh-ginger,fresh ginger,,,,,,,,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,xiān,jiāng,,fresh,ginger,,form,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,ginger,ginger,Zingiber officinale,Asia,spice,,姜,薑,jiāng,,,OC /*kaŋ/,default,done,ginger,,,From Proto-Sino-Tibetan *kjaŋ (“ginger”). Compare Burmese ချင်း (hkyang:).,,,,,,yes,360,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%96%91,-221,-3,Spring and Autumn - Warring States,CTP,,Analects; SWJZ,,,,,,,"239,753",14.45,,,,,unanalyzable,simple,,no,,basic,no,,,jiāng,,,jiāng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,long pepper,long pepper,Piper longum,Asia,spice,,荜拔,蓽拔,bìbá,,,MC /piɪt̚  buɑt̚/,alternative,,phonetic,long pepper,,from Sanskrit pippali,,,,,,yes,47,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%93%BD%E6%8B%94,,,,,,YYZZ 18 56,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbá,,,bìbá,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,long pepper,long pepper,Piper longum,Asia,spice,,毕勃,畢勃,bìbó,,,,alternative,,phonetic,,,,,,,Wiktionary,,,,,,https://en.wiktionary.org/wiki/%E8%93%BD%E6%8B%94,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbó,,,bìbó,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,long pepper,long pepper,Piper longum,Asia,spice,,荜拨,蓽撥,bìbō,,,,default,done,phonetic,,,,,,,hu_food_2005,,yes,,,,https://en.wiktionary.org/wiki/%E8%93%BD%E6%8B%94,801,9,Tang,CTP,,Tongdian,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbō,,,bìbō,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,long pepper,long pepper,Piper longum,Asia,spice,,逼拨,逼撥,bìbō,,,,alternative,,phonetic,,,,,,,Wiktionary,,,,,,https://en.wiktionary.org/wiki/%E8%93%BD%E6%8B%94,,,,,,,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,bìbō,,,bìbō,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,nutmeg,mace,Myristica fragrans,Asia,spice,,肉豆蔻皮,肉豆蔻乾皮,ròudòukòugānpí,,肉荳蔻皮 ròudòukòupí; 肉豆蔻假种皮  ròudòukòujiǎzhǒngpí,,default,done,nutmeg-skin,,,,,,,,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%82%89%E8%B1%86%E8%94%BB,1819,19,Modern,Books,,,,https://books.google.com.hk/books?id=50zlAAAAMAAJ&pg=RA3-PA120&dq=%E8%82%89%E8%B1%86%E8%94%BB%E4%B9%BE%E7%9A%AE&hl=en&sa=X&ved=2ahUKEwia2-2A0pb5AhWeqFYBHbRkCq0Q6AF6BAgIEAI#v=onepage&q=%E8%82%89%E8%B1%86%E8%94%BB%E4%B9%BE%E7%9A%AE&f=false,,,,,,,,,,,analyzable,compound,4,no,,modified,yes,,ròu,dòukòu,gānpí,flesh,cardamom,gānpí,plant part,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,nutmeg,nutmeg,Myristica fragrans,Asia,spice; seed; plant,,肉豆蔻,肉豆蔻,ròudòukòu,,肉荳蔻,,default,done,flesh-bean-cardamom,,,BCGM,,,,,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%82%89%E8%B1%86%E8%94%BB#Chinese,978,10,Northern Song,CTP,,Taiping Guangji,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,ròu,dòukòu,,flesh,cardamom,,descriptive,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,nutmeg,nutmeg,Myristica fragrans,Asia,spice,,肉荳蔻籽粉,肉荳蔻籽粉,ròudòukòuzǐfěn,,,,alternative,,flesh-bean-cardamom-seed-powder,,,,,,,,,yes,,kleeman_oxford_2010,,,,,,,,,,,,,,,,,,,,,analyzable,compound,4,no,,modified,yes,,ròu,dòukòu,zǐfěn,flesh,cardamom,zǐfěn,descriptive; form,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,白胡椒,白胡椒,báihújiāo,,,,alternative,,white-barbarian-pepper,white pepper,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,bái,hújiāo,,white,barbarian pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,黑胡椒,黑胡椒,hēihújiāo,,,,alternative,,black-barbarian-pepper,black pepper,,,,,,,,yes,,MDBG,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,hēi,hújiāo,,black,barbarian pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,pepper,pepper,Piper nigrum,Asia,spice; plant,,胡椒,胡椒,hújiāo,,,,default,done,barbarian-pepper,,,Tartary Pepper in Hu (2005),,,,hu_food_2005,,yes,395,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%83%A1%E6%A4%92,c450,5,Later Han,SS,,Book of the Later Han,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,hú,jiāo,,barbarian,pepper,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,绿胡椒,綠胡椒,lǜhújiāo,,,,alternative,,green-barbarian-pepper,green pepper,,,,,,Regency,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,lǜ,hújiāo,,green,pepper,,color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,青胡椒,青胡椒,qīnghújiāo,,,,alternative,,green-barbarian-pepper,green pepper,,,,,,Regency,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,qīng,hújiāo,,green,barbarian pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice; plant,,番红花,番紅花,fānhónghuā,,,,default,done,foreign-red-flower,,,imported during Yuan,,,,laufer_sino-iranica_1919,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E7%95%AA%E7%B4%85%E8%8A%B1,1578,16,Ming,CTP,,BCGM,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,fān,hónghuā,,foreign,safflower,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice; plant,,红花,紅花,hónghuā,,,,alternative,,red-flower,,,can be safflower,,yes,,laufer_sino-iranica_1919,,,,,,,624,,Tang,CTP,,Yiwen Leiju,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,hóng,huā,,red,flower,,color,visual,plant part,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice,,西红花,西紅花,xīhónghuā,,,,alternative,,western-red-flower,,,,,,,CHMD,https://herbaltcm.sn.polyu.edu.hk/herbal/saffron,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,xī,hónghuā,,Western,safflower,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice,,郁金香,鬱金香,yùjīnxiāng,,,,historic,,yü-gold-aromatic,,,confounded with turmeric,,,,schafer_golden_1985,,,,,,,343,4,Jin,CTP,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,yùjīn,xiāng,,luxuriant golden,spice,,positive epithet,,function,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice,,藏红花,藏紅花,zànghónghuā,,,,alternative,,Tibetan-red-flower,,,as `yü gold aromatic' (Schafer); Peking name for saffron,,,,laufer_sino-iranica_1919,,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%97%8F%E7%B4%85%E8%8A%B1,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,zàng,hónghuā,,Tibetan,safflower,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice,,撒法郎,撒法郎,sǎfǎláng,,,,alternative,,phonetic,,,erroneously recorded as safatsi,,,,laufer_sino-iranica_1919,,,,,,,,13,Yuan,laufer,,BCGM,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,sǎfǎláng,,,sǎfǎláng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,saffron,saffron,Crocus sativus,Asia,spice,,咱夫蓝,咱夫藍,záfūlán,,,,alternative,,phonetic,,,erroneously recorded as kifulan,,,,laufer_sino-iranica_1919,,,,,,,,13,Yuan,,,BCGM,,,,,,,,,,,,,unanalyzable,simple,,yes,phonetic,basic,no,,,záfūlán,,,záfūlán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum simulans?,Asia,,,川椒,川椒,chuānjiāo,,,,alternative,,river(=Sichuan)-pepper,"Sichuan Zanthoxylum, Sichuan peppercorn in Hu",,,,,,hu_food_2005,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,chuān,jiāo,,Sichuan,pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum bungeanum,Asia,,,花椒,花椒,huā​jiāo,,,,default,done,flower-pepper,"prickly ash, wild pepper in Defrancis (2003); ",,,,,,hu_food_2005,,yes,377,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%8A%B1%E6%A4%92,c1592,16,Ming,CTP,,Journey to the West,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,huā,​jiāo,,flower,pepper,,physical appearance,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,麻椒,麻椒,má​jiāo,,,,alternative,,numbing-pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,má,​jiāo,,numbing,pepper,,taste,gustatory; tactile,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum schinifolium,Asia,,,青花椒,青花椒,qīnghuājiāo,,,,alternative,,green-flower-pepper,,,,,,,hu_food_2005,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,qīng,huājiāo,,green,Sichuan pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum piperitum,Asia,,,日本花椒,日本花椒,rìběn huājiāo,,,,alternative,,Japanese-flower-pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,rìběn,huājiāo,,Japanese,Sichuan pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum piperitum,Asia,,,山椒,山椒,shānjiāo,,,,alternative,,mountain-pepper,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,shān,jiāo,,mountain,pepper,,ecology,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,蜀椒,蜀椒,shǔjiāo ,,,,alternative,,Sichuan-pepper,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,shǔ,jiāo ,,Sichuan,pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum schinifolium,Asia,,,香椒子,香椒子,xiāngjiāozi,,,,alternative,,fragrant-pepper-seed,,,,,,,hu_food_2005,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,xiāng,jiāo,zi,fragrant,pepper,ZI,smell,olfactory,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum schinifolium,Asia,,,崖椒,崖椒,yájiāo,,,,alternative,,cliff-pepper,,,,,,,hu_food_2005,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,yá,jiāo,,cliff,pepper,,ecology,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum armatum,Asia,,,竹叶椒,竹葉椒,zhúyèjiāo,,,,alternative,,bamboo-leaf-pepper,winged prickly ash; Chinese pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,zhúyè,jiāo,,bamboo leaf,pepper,,shape,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,spice,,椒,椒,jiāo,,,,historic,,pepper,pepper; spices; huajiao,,,,,,,,yes,,defrancis_abc_2003,,,-771,-7,Western Zhou,CTP,,Shijing,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,no,yes,,jiāo,,,jiāo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,star anise,star anise,Illicium verum,Asia,,,八角,八角,bājiǎo,,,,alternative,,eight-horns/octagon,,,,,,,hu_food_2005,,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E5%85%AB%E8%A7%92,,,,,,,,,,,NA,,,,,,,,analyzable,compound,,no,,modified,yes,,,bājiǎo,,,eight horned,,NA,,shape,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,star anise,star anise,Illicium verum,Asia,,,八角茴香,八角茴香,bājiǎohuíxiāng,,,,default,done,eight-horned-hui-spice,octagonal anise,,eight horned muslim spice in Hu (2005),,,,hu_food_2005,,yes,,kleeman_oxford_2010,,,1578,16,Ming,CTP,,BCGM,,,,,NA,,,,,,,,analyzable,compound,,no,,modified,yes,,bājiǎo,huíxiāng,,eight horned,fennel,,shape,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,yes,yes,star anise,star anise,Illicium verum,Asia,,,舶茴香,舶茴香,bóhuíxiāng,,,,alternative,,ship-hui-spice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,yes,,bó,huíxiāng,,ship,fennel,,source,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
